"pais","year","idnum","estratopri","estratosec","upm","prov","municipio","ur","tamano","idiomaq","q1","q2","branquest","braidnum","bradistrito","brasegmento","brasec","hora","ls3","a4","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","np1","np2","sgl1","cp5","cp6","cp6l","cp7","cp7l","cp8","cp8l","cp9","cp13","cp20","cp21","it1","mil6","mil5","l1","prot3","prot7","prot6","prot8","braprot9","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic2","vic2aa","vic1hogar","arm1","arm2","vic40","vic41","vic43","vic44","vic45","vic101","vic102","vic103","vol207","vol206","vol202","vol203","vol204","vol205","aoj8","aoj11","aoj12","aoj17","aoj18","aoj20","aoj21","aoj22","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b18","b20","b20a","b21","b21a","b31","b32","b43","b37","b47a","n1","n3","n9","n11","n15","epp1","epp3","mil1","mil2","b3milx","mil3","mil4","m1","m2","sd2new2","sd3new2","sd6new2","vest","listrace1","listrace2","pop101","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros6","cct3","rac2a","mil7","gen1","gen6","w14a","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","d7","d8","dis35a","dis35b","dis35c","dis35d","dis35e","dem2","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","exc7mil","dis2","dis3","dis5","vb1","inf1","vb2","vb3","vb10","vb11","pol1","vb20","pp1","pp2","vb50","vb51","vb52","vb53","rac1ca","ab1","ab2","ab5","soc1","soc2a","soc2b","soc3","soc4","soc5","soc6","soc7","soc8","soc9","soc10","soc11","soc12a","soc12b","vb22","snw1a","snw1b","for1","for2","for3","for4","for5","for6","for7","for8","for9a","for9b","for9c","for9d","mil10a","mil10b","mil10c","mil10d","mil10e","mil11a","mil11b","mil11c","mil11d","mil11e","govhelp03","cct1new","cct1b","bracct5","bracct6a","bracct6b","ed","ed2","q3c","q5a","q5b","mil8","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","brasoclass1","brasoclass2","mov1","fs2","fs8","q11","gen10","q12","q12b","etid","leng1","www1","brawww2","brawww3","gi0","gi1","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r16","r26","colorr","ti","intid","sexi","colori","local_qst","q2y","q2m","q2d","wt","weight1500","q12c","gi7","vic1exta","prot4","odd","muni10"
"15","2012","97","1501","2","39","1512","151200401","1","1","1","1","34","97","97","1200000000.0","999999.0","999999.0","1","1","13","2","2","2","1","2","2","2","2","2","2","4","1","1","3","1","4","999999","4","3","999999","4","2","3","3","5","2","999999","2","2","2","2","2","2","2","2","2","999999","999999","2","2","1","0","0","0","0","0","2","3","4","1","1","2","1","3","3","1","1","3","4","1","2","6","1","4","7","1","6","6","5","4","7","1","5","6","7","1","4","5","5","7","6","5","4","4","1","1","4","1","3","1","3","6","1","1","3","3","2","2","4","1","999999","1","4","1","1","1","4","3","1","1","7","7","7","7","1","1","1","1","6","1","2","3","10","10","4","7","1","1","1","10","10","10","8","10","1","10","1","0","0","0","0","0","988888","2","2","0","0","0","999999","0","999999","0","0","0","1","4","2","2","2","1","1","1","1503","1","1503","3","3","1","1","3","3","3","4","2","2","1","3","3","7","8","1","1","2","1","3","1","2","1","2","1","10","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","1","1","3","2","2","11","8","2","3","1","2","1","1","15","15","2","2","2","2","2","999999","4","999999","999999","2","4","3","3","5","1501","1","2","2","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","5","1","1","2","5","1","1977","10","17","1","1","6","888888","999999","999999","1","999999"
"15","2012","98","1502","3","50","1529","152910800","1","3","1","2","18","98","98","2911000000.0","999999.0","999999.0","1","1","57","3","1","3","1","2","2","2","2","2","3","4","1","1","4","999999","4","999999","4","4","4","4","2","2","1","6","2","999999","2","2","2","2","2","2","2","2","2","999999","999999","1","2","2","0","0","0","0","0","2","2","3","2","1","2","1","1","2","2","1","3","3","1","3","6","3","6","3","6","5","4","4","4","3","3","4","7","6","5","1","3","3","7","4","4","2","4","3","3","3","2","2","5","5","4","6","2","3","3","2","3","3","2","999999","3","888888","5","2","3","2","6","4","6","7","7","6","7","2","3","2","1","7","1","3","2","8","8","7","6","4","3","3","8","8","7","7","8","9","9","4","0","0","0","0","0","2","2","2","0","0","0","999999","999999","999999","999999","999999","1","2","1","2","2","2","3","1","2","999999","2","999999","4","1","4","2","3","3","3","3","2","2","1","1","1","7","1","3","1","2","3","3","1","2","1","2","3","8","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","999999","999999","2","9","3","2","2","1","3","4","999999","7","999999","2","2","3","2","2","999999","4","999999","999999","3","999999","0","999999","5","1501","5","999999","999999","2","888888","888888","1","1","0","1","0","0","0","1","1","1","0","999999","1","1","4","1","1","2","5","1","1993","4","26","1","1","2","888888","999999","999999","1","999999"
"15","2012","99","1502","1","11","1529","152927408","1","1","1","1","33","99","99","2927000000.0","999999.0","999999.0","1","1","4","2","3","2","1","1","2","2","2","1","4","3","2","1","3","1","3","1","4","4","999999","4","2","3","5","5","2","999999","1","2","2","1","1","1","1","1","2","999999","999999","2","2","1","1","1","0","0","0","2","2","2","1","1","3","1","1","1","1","1","3","4","1","2","4","2","6","3","2","1","4","1","1","1","1","3","1","7","2","1","3","2","7","3","1","2","2","2","2","2","5","3","3","5","4","888888","888888","3","4","3","3","3","2","999999","1","6","7","4","3","4","7","5","7","6","6","7","7","3","3","7","3","6","1","3","4","8","8","4","10","3","1","1","5","6","7","6","7","10","7","4","0","0","0","0","0","1","2","2","0","0","0","999999","0","999999","0","0","1","1","3","2","1","888888","1","1","1","1502","1","1505","3","3","4","2","3","1","2","3","1","2","1","1","2","5","8","3","2","1","1","3","1","2","4","1","1","10","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","1","2","2","999999","999999","2","8","4","4","2","1","3","1","4","8","6","2","2","3","1","2","999999","3","999999","999999","2","4","1","1","4","1501","5","999999","999999","1","1","1","1","1","0","1","0","1","0","0","1","1","0","999999","0","1","4","1","1","2","11","1","1979","1","7","1","1","3","888888","999999","999999","1","0"
"15","2012","100","1502","1","7","1525","152507507","1","1","1","2","29","100","100","2508000000.0","999999.0","999999.0","1","1","5","3","2","2","1","2","2","2","2","2","2","4","2","1","4","999999","4","999999","4","4","4","4","2","5","5","888888","2","999999","2","2","2","2","2","1","2","2","1","3","1","2","2","2","1","1","1","0","0","2","2","3","1","1","3","3","3","1","1","4","4","2","888888","3","4","2","5","5","5","1","5","3","7","6","1","5","7","1","3","4","4","4","5","6","6","5","5","3","3","5","2","2","5","6","4","7","7","2","5","4","3","4","2","999999","1","2","1","1","5","2","7","2","7","7","5","7","7","3","3","6","1","7","1","3","2","8","10","5","1","1","1","5","10","8","9","10","7","9","10","8","0","0","0","0","0","888888","2","2","1","0","0","999999","0","0","0","0","1","2","888888","2","2","2","1","1","2","999999","1","1501","3","2","4","2","4","3","1","4","2","2","1","2","1","8","1","1","1","2","4","2","2","1","5","2","2","8","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","1","2","2","999999","999999","4","17","4","1","3","2","3","2","4","10","988888","2","2","2","1","1","5","4","999999","999999","3","999999","1","1","1506","1501","2","2","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","0","3","1","1","2","5","1","1982","9","30","1","1","3","888888","1","999999","1","999999"
"15","2012","101","1502","3","83","1525","152515005","1","4","1","1","21","101","101","2515000000.0","999999.0","999999.0","1","1","57","3","888888","3","2","2","2","2","1","2","5","4","1","1","4","999999","4","999999","4","4","999999","4","3","3","2","5","2","999999","2","2","2","2","1","2","2","2","2","999999","999999","1","2","2","0","1","1","0","999999","2","2","4","2","1","1","2","3","3","1","2","3","3","3","3","4","1","4","4","1","1","1","1","4","4","1","4","1","4","1","4","1","1","7","7","4","7","4","1","4","4","1","1","7","7","7","7","7","2","3","3","4","4","1","999999","2","1","1","1","1","4","7","1","1","1","7","7","7","1","1","7","1","1","2","2","3","5","5","5","1","1","5","1","1","1","1","5","5","5","10","10","0","0","0","0","0","1","2","2","0","0","0","999999","999999","999999","0","999999","0","1","3","2","2","2","1","1","1","1501","2","999999","3","2","4","2","3","1","2","4","2","2","1","2","3","7","1","3","1","1","4","3","2","1","1","1","1","5","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","999999","999999","1","12","2","1","3","3","3","2","4","9","9","2","2","2","2","2","999999","4","999999","999999","1","999999","0","999999","5","1501","1","2","2","1","1","2","1","1","1","1","0","0","0","0","0","1","1","1","1","0","5","1","1","2","5","1","1991","1","8","1","1","2","888888","999999","999999","1","999999"
"15","2012","102","1501","2","43","1516","151600303","1","1","1","2","46","102","102","1600000000.0","999999.0","999999.0","1","1","11","3","2","3","2","2","2","2","2","2","888888","888888","3","1","4","999999","4","999999","4","2","4","4","888888","5","3","988888","2","999999","2","2","2","2","2","2","2","2","2","999999","999999","2","2","1","0","1","0","0","0","1","3","4","888888","1","2","2","1","1","1","4","3","1","888888","3","2","1","3","3","5","2","3","6","4","3","3","2","3","2","3","4","5","2","3","2","4","2","4","4","5","2","888888","888888","2","2","4","5","6","3","888888","3","3","3","3","999999","1","1","1","1","2","888888","3","4","3","6","5","4","3","3","4","6","1","2","2","888888","3","10","10","7","1","1","1","1","8","8","10","10","10","9","10","1","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","1","988888","2","2","2","1","1","1","888888","2","999999","3","3","4","888888","3","3","3","888888","888888","3","1","3","3","1","8","3","1","2","1","3","1","2","1","2","1","1","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","988888","2","2","999999","999999","3","11","3","1","4","2","3","1","1","14","14","2","2","2","2","2","999999","4","999999","999999","2","888888","2","2","1","1501","4","2","2","1","2","888888","1","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1","5","1","1965","5","5","1","1","6","888888","999999","999999","1","999999"
"15","2012","103","1501","2","43","1516","151600303","1","1","1","2","35","103","103","1600000000.0","999999.0","999999.0","1","1","11","888888","2","3","3","2","2","2","2","2","888888","4","1","1","3","1","3","1","4","4","4","4","4","5","2","5","2","999999","2","2","2","2","2","2","2","2","2","999999","999999","2","2","2","0","0","0","0","0","2","2","3","1","1","3","2","1","2","1","2","1","3","888888","3","4","1","5","4","2","3","3","4","6","4","2","5","3","3","2","5","4","2","5","6","3","2","2","1","2","1","1","1","3","4","3","1","1","3","888888","3","3","4","3","999999","888888","888888","888888","1","3","2","3","4","5","6","4","2","1","4","1","1","1","4","1","888888","888888","7","6","1","2","1","1","1","4","3","5","6","4","7","10","1","0","0","0","0","0","888888","888888","2","0","0","0","999999","0","999999","0","0","0","1","888888","1","2","2","1","1","1","988888","988888","999999","4","888888","4","888888","3","888888","888888","888888","888888","2","1","1","3","8","7","3","1","2","1","3","1","2","3","2","988888","988888","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","888888","2","2","999999","999999","3","11","1","1","4","1","3","1","2","11","11","2","2","3","2","2","999999","5","999999","999999","1","999999","2","2","1","1501","5","999999","999999","1","1","888888","1","1","0","1","0","0","0","0","1","1","0","999999","0","0","2","1","1","1","5","1","1976","5","24","1","1","5","888888","999999","999999","1","999999"
"15","2012","104","1505","2","66","1541","154113700","1","2","1","2","45","104","104","4114000000.0","999999.0","999999.0","1","1","27","3","3","2","2","2","2","2","2","2","3","4","1","1","4","999999","4","999999","4","4","4","4","2","1","1","3","2","999999","2","2","2","2","2","2","2","2","1","10","3","1","2","2","0","0","0","0","0","3","2","3","1","1","1","1","1","1","1","1","1","3","1","3","4","2","7","7","1","1","2","7","7","7","7","6","2","2","7","7","7","7","7","7","7","7","7","7","4","7","2","2","7","7","7","7","7","2","2","3","2","3","1","999999","1","7","1","7","1","7","7","1","1","2","1","2","2","1","7","7","1","7","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","2","4","2","1","2","1","1","1","1501","1","1501","3","2","2","2","3","1","1","3","2","2","1","1","3","7","1","1","3","2","1","3","3","2","1","2","2","6","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","1","2","2","999999","999999","2","4","2","2","1","1","3","1","4","16","12","2","2","2","2","2","999999","5","999999","999999","3","999999","0","999999","5","1501","2","2","2","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","5","1","1","2","5","1","1966","6","30","1","1","2","90","1","999999","1","999999"
"15","2012","105","1505","1","30","1541","154106902","1","1","1","1","30","105","105","4107000000.0","999999.0","999999.0","1","2","22","3","3","3","2","2","2","2","2","2","2","3","4","999999","4","999999","4","999999","4","4","999999","4","2","3","3","4","2","999999","2","2","2","2","2","2","2","2","1","3","2","1","2","2","0","0","0","0","0","1","1","1","1","2","3","3","3","3","2","1","3","1","3","3","4","3","3","5","2","2","2","2","5","5","5","1","6","2","2","3","2","2","3","3","3","3","3","3","3","3","2","2","6","6","6","6","7","2","2","2","3","4","2","999999","1","4","4","1","1","3","5","5","5","5","5","5","5","7","7","7","2","7","1","2","2","9","9","9","9","9","9","1","10","10","10","10","10","10","10","1","0","0","0","0","0","2","1","2","0","0","0","0","0","999999","999999","0","0","2","4","2","2","2","1","1","1","1501","1","1501","4","2","4","2","3","3","3","3","2","3","3","3","1","7","8","2","3","2","1","3","3","2","1","2","10","888888","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","999999","999999","2","10","0","1","4","2","3","2","3","16","16","2","2","2","2","1","3","2","999999","999999","3","999999","1","1","1","1501","1","2","2","1","1","1","1","1","0","1","0","1","1","0","1","1","1","0","0","1","1","1","1","2","5","1","1981","11","18","1","1","3","888888","2","999999","1","999999"
"15","2012","106","1505","1","30","1541","154106902","1","1","1","2","37","106","106","4107000000.0","999999.0","999999.0","1","1","22","3","888888","3","2","2","2","2","2","2","2","2","4","999999","4","999999","4","999999","4","4","4","4","3","2","1","1","2","999999","2","2","2","2","2","2","2","2","2","999999","999999","2","2","2","0","0","0","0","0","2","2","1","2","1","3","3","2","3","1","3","2","3","3","3","4","3","7","888888","888888","888888","1","7","7","7","7","7","7","3","5","5","5","5","7","7","2","5","888888","2","2","7","888888","888888","7","7","7","988888","7","3","3","1","2","3","2","999999","1","888888","888888","888888","888888","888888","7","888888","888888","7","7","7","7","7","7","7","1","7","1","2","2","10","10","10","5","5","1","1","5","5","5","5","10","7","10","2","0","0","0","0","0","2","2","2","0","0","0","999999","999999","999999","999999","999999","0","2","4","2","2","2","1","1","1","1503","1","1503","4","3","4","2","3","3","2","3","2","2","1","1","1","7","2","2","3","2","2","3","3","2","2","2","888888","888888","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","1","2","2","999999","999999","2","10","2","1","4","3","3","988888","999999","988888","988888","2","2","2","2","2","999999","4","999999","999999","2","3","1","1","5","1501","2","2","2","2","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","1","5","1","1","2","5","1","1974","11","8","1","1","3","888888","999999","999999","1","999999"
"15","2012","107","1505","2","70","1543","154317103","1","3","1","2","21","107","107","4317000000.0","999999.0","999999.0","1","1","5","2","1","3","2","2","2","2","2","2","1","4","4","999999","4","999999","4","999999","4","4","4","4","1","2","2","2","2","999999","2","2","2","2","2","2","2","888888","2","999999","999999","2","2","2","0","0","0","0","0","1","2","888888","1","1","2","2","2","2","1","1","2","3","1","3","6","3","7","6","7","6","6","7","7","7","5","7","7","888888","5","7","7","7","7","6","7","6","6","4","5","6","6","2","888888","7","7","888888","988888","1","3","2","3","2","2","999999","1","3","2","2","5","4","7","5","6","7","7","7","7","1","3","7","888888","6","1","3","2","10","10","10","3","2","1","2","8","7","5","5","8","9","9","2","0","0","0","0","0","2","2","2","0","0","0","999999","999999","999999","999999","999999","0","3","4","2","2","2","1","1","1","1502","2","999999","4","3","4","2","4","1","2","4","888888","2","1","2","1","1","7","2","1","2","1","2","1","2","1","2","2","6","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","999999","999999","1","11","2","1","5","3","3","4","999999","988888","999999","2","2","2","2","2","999999","4","999999","999999","1","999999","0","999999","1","1501","2","2","2","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","0","0","5","1","1","2","2","1","1990","12","8","1","1","2","888888","999999","999999","1","999999"
"15","2012","108","1505","2","70","1543","154317103","1","3","1","1","22","108","108","4317000000.0","999999.0","999999.0","1","1","21","2","1","4","3","2","2","2","2","2","3","4","4","999999","4","999999","4","999999","4","4","999999","4","1","2","2","2","2","999999","2","2","2","2","1","1","2","2","2","999999","999999","1","2","1","0","0","0","0","0","1","1","3","2","1","888888","1","2","2","1","1","3","4","1","2","6","2","6","7","5","7","6","5","5","7","4","7","7","4","3","6","4","4","7","7","5","6","6","4","5","5","1","1","6","7","6","4","6","2","3","3","3","3","2","999999","1","1","2","2","5","4","7","5","7","7","7","7","7","3","3","7","4","4","1","2","1","10","8","6","4","1","1","1","10","9","5","6","10","5","10","3","0","0","0","0","0","2","2","2","0","0","0","999999","0","999999","0","999999","0","3","4","2","2","2","1","1","1","1501","2","999999","4","2","4","2","3","1","3","4","1","3","1","3","2","7","1","2","1","2","1","2","1","2","1","2","2","5","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","999999","999999","2","11","8","1","2","1","2","1","2","10","5","2","2","2","1","2","999999","4","999999","999999","1","999999","0","999999","1","1501","2","2","2","2","1","1","1","1","0","1","1","1","1","0","1","1","1","0","0","1","1","1","1","2","2","1","1989","7","15","1","1","2","888888","999999","999999","1","999999"
