"idnum","pais","estratopri","upm","braprov","prov","bramunicipio","municipio","bradistrito","bradistrito_cod","brasegmento","brasec","cluster","ur","tamano","idiomaq","hora_inicio","data","q1","ls3","a4","soct1","soct2","soct3","resp6","idio1","idio2","idio3","cp2","cp4a","cp4","cp5bra","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","bracp21","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b37","b47","b48","brab49","brab50","resp0","resp1","resp2","resp3","resp4","resp5","n1","n3","n9","n11","n12","n15","braec3","braec4","wt1","wt2","m1","m2","m10","m11","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","rac3a","rac3b","rac3c","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","rac2","crisis1","crisis2","vb1","vb2","vb3","vb60","vb10","vb11","pol1","vb20","vb61","clien1","clien2","rac1c","econ1a","econ1b","econ1c","econ1d","econ2","rac4","dis11","dis13","dis12","rac1a","rac1d","rac1e","cct1","edyear","ed","ed_","q2","y1","y2","y3","haicr1","q3c","q3cstring","q3ccode","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","q12abra","etid","leng1","www1","gl0","gl1","gl3","gl4","gl6","vb20bra","vb20brastring","vb20bracode","cct1bra","cct2bra","cct3bra","cct4bra","brait1","vb6a","vb6b","vb6c","vb6d","vb6e","vb6f","vb6g","vb6h","vb7a","vb7b","vb7c","vb7d","vb7h","vb7k","q13bra","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","r20","r21","r22","r23","r24","r25","ocup4a","ocup1a","ocup1","ocup1b1","ocup1b2","ocup1anc","pen1","pen3","pen4","sal1","sal2","sal4","colorr","hora_fim","ti","intid","sexi","colori","entrevistador","comentario","fidade","pesocorr","wt"
"229","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:00:00","2010-04-03","1","1.0","58.0","2.0","2.0",,"1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,"2.0","3.0","1.0","4.0","3.0","3.0","3.0",,"4.0","7.0","7.0","1.0","5.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,,,"2.0","1.0","1.0","1.0","2.0","4.0","6.0","7.0","6.0","7.0","7.0","7.0","7.0","7.0","4.0","5.0","5.0","7.0","5.0","2.0","4.0","5.0","5.0","7.0","5.0","4.0","7.0","6.0","4.0","5.0","5.0","5.0","5.0","6.0","5.0","6.0","5.0","5.0","4.0","5.0","6.0","6.0","3.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","7.0","4.0","1.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","1.0","3.0","1.0","10.0","5.0","1.0","10.0","10.0","1.0","10.0","10.0","10.0","10.0","10.0","5.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0","0.0",,"0.0","0.0",,,"0.0","2.0","7.0","4.0","7.0","1.0","7.0","7.0","7.0","1.0","5.0","5.0","1.0","3.0",,"1.0","1.0","1501.0","1.0","2.0",,"2.0","3.0","2.0","3.0",,"3.0","1.0","3.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","2.0","6.0","17.0","universidade","42.0",,,,,"1.0",,,"1.0","1.0",,"2.0",,,"4.0",,"2.0","1.0","1.0",,"2.0","0.0",,,"1.0","1501.0","2.0","1.0","1.0","1.0","1.0","3.0",,,,"2.0","2.0","1.0","3.0","1.0","7.0","8.0","7.0","6.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","5.0","3.0","2.0",,"1.0","2.0","1.0","2.0",,,"2","14:55:00","00:55:00","4093521-3","2","2","Juliene Cristina Gomes",,"3","0.9934879999999999","0.9386949"
"230","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","13:30:00","2010-03-28","2","3.0","27.0","2.0","3.0","3.0","3.0","4.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0",,"2.0","4.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0",,"5.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","2.0","3.0","7.0","2.0","4.0","7.0","7.0","5.0","3.0","7.0","5.0","7.0","5.0","4.0","5.0","3.0","7.0","4.0","7.0","7.0","5.0","7.0","5.0","4.0","4.0","7.0","7.0","7.0","7.0","5.0","4.0","4.0","7.0","1.0","2.0","4.0","5.0","4.0","2.0","3.0","3.0","1.0","4.0","2.0","2.0","3.0","1.0","1.0","1.0","1.0","3.0","1.0","7.0",,"7.0",,"7.0",,,,"7.0","7.0","7.0","2.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","5.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0",,"0.0","0.0","0.0","1.0","4.0","4.0","7.0","1.0","7.0","1.0","7.0","1.0","4.0","1.0","1.0","3.0",,"1.0","1.0","1501.0","2.0","1.0","1505.0","1.0","3.0","2.0","3.0",,"1.0","1.0","3.0","2.0","4.0","3.0","3.0","4.0","4.0","4.0","4.0","3.0","4.0","2.0","5.0","16.0","universidade","36.0",,,,,"1.0",,,"2.0","2.0","6.0","2.0",,,"4.0",,"2.0","1.0","1.0",,"2.0","3.0","3.0","2.0","1.0","1501.0","4.0","1.0","1.0","1.0","1.0",,"3.0",,,"2.0","2.0","1.0","4.0","1.0","7.0","5.0","8.0",,"1.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","7.0",,,"3.0","2.0","6.0","1.0","2.0","1.0","1.0","3.0","2.0","4","14:30:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"2","1.0222870000000002","0.9659052"
"231","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","15:30:00","2010-03-31","1","1.0","58.0","2.0","1.0","1.0","3.0","2.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","0.0","5.0","2.0","4.0","3.0","2.0","3.0","1.0",,"3.0","10.0","10.0","1.0","5.0","1.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","3.0","4.0","5.0","5.0","3.0","2.0","7.0","5.0","1.0","7.0","1.0","7.0","7.0","1.0","1.0","5.0","7.0","1.0","2.0","7.0","7.0","4.0","7.0","7.0","4.0","6.0","6.0","6.0","3.0","2.0","7.0","6.0","7.0","3.0","5.0","7.0","7.0","2.0","1.0","4.0","4.0","1.0","2.0","5.0","2.0","1.0","1.0","1.0","1.0","2.0","6.0","6.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","10.0","10.0","2.0","2.0","2.0","1.0","1.0","1.0","0.0",,"0.0","0.0",,"0.0","0.0","1.0","7.0",,"4.0","7.0","7.0","6.0","7.0","1.0","7.0","1.0","7.0","3.0",,"1.0","1.0","1501.0","2.0","1.0","1501.0","1.0","2.0","2.0","3.0",,"3.0","1.0","3.0","2.0","4.0","4.0","5.0","4.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","10.0","secundario","37.0",,,,,"1.0",,,"5.0","4.0",,"2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","3.0","1.0","1.0","3.0","1501.0","2.0","1.0","1.0",,"1.0","2.0","1.0",,,"2.0","2.0","1.0","4.0","1.0","9.0","5.0","5.0","6.0","2.0","4.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","4.0","7.0","3.0","2.0","11.0","2.0",,,"2.0",,,"5","17:00:00","01:30:00","4093521-3","2","2","Juliene Cristina Gomes",,"2","1.031081","0.9742141"
"232","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","15:15:00","2010-04-03","1","2.0","3.0",,,"1.0","1.0",,"2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0",,"4.0","7.0","7.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","2.0","2.0","4.0","7.0","5.0",,"5.0","5.0","4.0","6.0",,,"5.0",,,,"5.0",,,"5.0","7.0","5.0","3.0","4.0","3.0","3.0","1.0","1.0","1.0","1.0","2.0",,"4.0","4.0","5.0",,,,,,"3.0","4.0","5.0","3.0","3.0","3.0",,,,"7.0",,,,"7.0",,,,,,,,"7.0","2.0","1.0","3.0","2.0","10.0","10.0","10.0","1.0","2.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0",,"2.0","2.0",,"0.0","0.0",,,,,,"0.0","2.0","6.0","5.0","6.0","2.0","6.0","2.0","6.0","3.0","6.0","4.0","4.0",,,"1.0","1.0",,,,,"3.0",,,"3.0",,"3.0","1.0","3.0","4.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","2.0","3.0","11.0","secundario","21.0","4.0","1.0",,"1.0","2.0","Batista","71.0","2.0","1.0",,"2.0",,,"4.0",,"2.0",,,,"1.0","0.0",,,,"1501.0","2.0","4.0",,,"1.0","4.0","2.0",,,"2.0","2.0","1.0","1.0","2.0",,,,,,,,,"1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0",,,"3.0","2.0",,"2.0",,,"2.0",,,"5","16:15:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"1","1.3852309999999999","1.308832"
"233","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","13:30:00","2010-03-30","1",,"4.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","4.0","4.0","3.0","4.0","4.0","4.0",,"4.0","6.0","3.0","1.0","5.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","3.0","3.0","2.0","4.0","4.0","5.0","5.0","5.0","5.0","6.0","6.0","6.0","5.0","5.0","4.0","7.0","1.0","3.0","3.0","2.0","1.0","7.0","7.0","6.0","4.0","5.0","5.0","6.0","6.0","4.0","5.0",,"5.0",,,,"5.0","3.0","5.0","5.0","3.0","5.0","4.0","5.0","4.0","3.0","2.0","5.0","5.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","6.0",,,,"5.0","7.0","1.0","2.0","2.0","1.0","10.0","10.0",,,,,,"1.0",,,"10.0","9.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","6.0","3.0","4.0","5.0","3.0","2.0","4.0","6.0","4.0","5.0","7.0","2.0",,"1.0",,,,,,"2.0",,,,,"3.0","1.0","3.0","4.0","2.0",,"3.0","4.0","3.0","4.0","4.0","3.0","4.0","2.0",,,,"49.0",,,,,"1.0",,,"5.0","2.0",,"2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0",,,,"2.0","1501.0","2.0","1.0","1.0","1.0","1.0",,,,,"2.0","2.0","1.0","2.0","1.0",,,,,,,,,"2.0","2.0","2.0","2.0","2.0","2.0",,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","4.0","7.0",,,,,,,,,,"4","14:30:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"3","0.9934879999999999","0.9386949"
"234","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","10:20:00","2010-04-07","2","1.0","4.0","4.0",,"2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"4.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0",,"10.0","1.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0","3.0",,"5.0",,,,,"4.0","4.0","6.0","3.0","3.0","6.0",,"7.0",,"6.0",,,"7.0","7.0","6.0",,"6.0","6.0",,,,,,,"1.0",,"1.0",,,,,,"2.0","2.0","2.0",,"2.0",,,,,"1.0",,,,,,,,,,,,"7.0","7.0","1.0",,"2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0",,,,,"1.0","1.0","2.0","2.0","2.0","2.0",,"0.0","0.0",,,,,,"0.0","3.0","6.0","6.0","7.0","7.0","4.0","7.0","7.0","1.0","7.0","7.0",,"2.0",,"1.0",,,,"2.0",,"4.0","2.0",,"3.0",,,,,,,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","primario","28.0",,,,,"2.0","batista","71.0","1.0","1.0","2.0","2.0",,,"4.0",,"2.0","2.0",,,"2.0","1.0","1.0","1.0","1.0","1501.0","3.0","1.0",,,,"4.0",,,,"1.0","2.0",,"1.0","1.0",,,,,,,,,"3.0","3.0","3.0","3.0","3.0","3.0","7.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,,"3.0","2.0","6.0","2.0",,,"2.0",,,"4","11:20:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"2","1.0222870000000002","0.9659052"
"235","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:00:00","2010-04-03","2","1.0","13.0","2.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,"4.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","10.0","5.0","2.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","2.0","1.0","7.0","7.0","5.0","4.0","4.0","5.0","6.0","7.0","6.0","5.0","5.0","6.0",,"1.0","2.0","5.0","5.0","7.0","5.0","6.0","5.0","6.0","6.0","4.0","3.0","1.0","4.0","7.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","3.0","3.0","5.0","5.0",,,,,,,,"4.0","5.0","5.0","6.0","4.0","3.0","6.0","7.0","7.0","6.0","6.0","3.0","4.0","4.0","10.0","7.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,,"0.0","2.0","7.0","5.0","7.0","5.0","7.0","7.0","7.0","1.0","5.0","1.0","1.0","2.0","5.0","1.0","1.0",,"2.0","1.0","1510.0","3.0",,"2.0","3.0",,"4.0","4.0","1.0","3.0","2.0","1.0","4.0","4.0","4.0","4.0","2.0","2.0","4.0","2.0","6.0","17.0","universidade","49.0",,,,,"1.0",,,"2.0","1.0",,"2.0",,,"3.0",,"2.0","3.0","2.0",,"5.0","2.0","0.0","2.0","1.0","1501.0","1.0","1.0","1.0","1.0","1.0",,,,,"2.0","2.0","1.0","2.0","1.0",,,,,"1.0",,,"1.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","5.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","1","15:00:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"3","0.8648439","0.8171458"
"236","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:40:00","2010-03-28","2","1.0",,"3.0","1.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","5.0","2.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0",,"3.0","7.0","2.0","3.0","2.0","2.0",,"4.0","5.0","4.0","3.0","7.0","6.0","6.0","3.0","4.0","4.0","3.0","7.0","4.0","3.0",,"6.0","6.0",,,,,,,"5.0","3.0","3.0","3.0","3.0","3.0",,,"4.0","4.0","3.0","3.0","3.0","3.0","4.0","5.0","3.0","4.0","3.0","4.0","3.0","5.0","4.0","4.0","3.0","5.0","6.0","4.0","5.0","7.0","7.0","1.0","2.0","2.0","4.0","9.0","3.0","1.0","1.0","1.0","1.0","10.0",,,,"1.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","7.0","1.0","2.0","1.0","1.0","7.0","7.0","1.0","5.0","1.0","7.0","1.0",,"1.0","1.0",,,"2.0",,"4.0","3.0","2.0","3.0",,"3.0","1.0","3.0","4.0","2.0","1.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","2.0","1.0","9.0","secundario","25.0","4.0","1.0","1.0","1.0","1.0",,,"4.0","4.0","1.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","1.0","1.0","1.0",,"1501.0","4.0","2.0",,,,"4.0",,,,"2.0","2.0",,"3.0","2.0",,,,,,,,,"3.0","3.0","3.0","3.0","3.0","3.0","4.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0",,"13.0","3.0","2.0","1.0","2.0",,,"2.0",,,"5","15:40:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"2","1.0222870000000002","0.9659052"
"237","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:00:00","2010-03-29","2",,"4.0",,"2.0","3.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","5.0","9.0","1.0",,"2.0",,,"1.0","1.0","1.0",,,"2.0",,,,"2.0","2.0","1.0","2.0",,"4.0",,"7.0","5.0",,,,,,,,,"7.0",,,,,,"7.0","6.0","7.0",,,,"5.0","3.0",,,"4.0","7.0","4.0",,"1.0","3.0",,,"3.0","2.0","3.0","4.0","3.0",,,,,"4.0","4.0","1.0","1.0","1.0","1.0",,,"7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0",,,"6.0","8.0","4.0","1.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","10.0","10.0","1.0","2.0",,"4.0","2.0","0.0","0.0","1.0",,,,"1.0","0.0","2.0","7.0","1.0","7.0","5.0","5.0","4.0","7.0","1.0","7.0","1.0","7.0","2.0","8.0","1.0","1.0","1501.0",,"2.0",,"4.0",,,"3.0",,"3.0","1.0","2.0","3.0","4.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","primario","48.0",,,,,"1.0",,,"1.0","1.0","2.0","2.0",,,"4.0",,"2.0","2.0","3.0","6.0","6.0","3.0","1.0","1.0","5.0","1501.0","5.0","4.0",,,"1.0",,,,,"2.0","2.0","1.0","1.0","2.0",,,,,"2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","5.0",,,"3.0","2.0","6.0","2.0",,,"2.0",,,"5","15:00:00","01:00:00","4093521-3","2","2","Juliene Cristina Gomes",,"3","0.8648439","0.8171458"
"238","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","17:25:00","2010-03-29","1","2.0","21.0","3.0","1.0",,"1.0","3.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","4.0",,"4.0",,"7.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","4.0",,"7.0","7.0","2.0","4.0","5.0","6.0","7.0","7.0","6.0","5.0","4.0","5.0","7.0","3.0","2.0","4.0","6.0","7.0","6.0","4.0","7.0","6.0","5.0","7.0","6.0","7.0","6.0","6.0","6.0","5.0",,"4.0",,"3.0","5.0","6.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","5.0","6.0","5.0","7.0","6.0","6.0","7.0","7.0","7.0","1.0","2.0","3.0","10.0","9.0","10.0","7.0","8.0","7.0","6.0","8.0","8.0","1.0","6.0","8.0","6.0","1.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","7.0","6.0","7.0","5.0","7.0","1.0","7.0","6.0","6.0","6.0","1.0","1.0","5.0","1.0","1.0","77.0","1.0","2.0",,"3.0",,,"3.0",,"3.0","1.0","2.0","4.0","3.0","4.0","4.0","4.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","11.0","secundario","31.0",,,,,"2.0","nao informou",,"2.0","1.0","2.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","2.0","2.0","1.0","1.0","1501.0","2.0","1.0","1.0","2.0","1.0",,"3.0",,,"2.0","2.0","1.0","2.0","2.0","4.0","4.0","4.0","4.0","1.0","2.0","2.0","2.0",,,,,,,"4.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0",,,"3.0","1.0","10.0","2.0",,,"2.0",,,"5","18:10:00","00:45:00","4093521-3","2","2","Juliene Cristina Gomes",,"2","1.031081","0.9742141"
"239","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:40:00","2010-03-30","1","1.0","11.0","2.0","2.0","2.0",,"2.0","3.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","4.0",,"4.0","6.0","4.0","2.0","8.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","2.0","3.0","3.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0",,,,,,,,,,,,,,,"4.0","4.0","2.0","3.0",,,,,,,,,,,,,,,,,,"7.0","7.0","1.0",,,"8.0","8.0","8.0","1.0","1.0","1.0","1.0",,,,,"2.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0",,,"0.0","0.0","0.0","3.0","7.0","2.0","7.0","3.0",,"4.0","7.0",,"4.0","5.0","7.0","3.0",,"1.0","1.0","1501.0","1.0","1.0","1505.0","3.0","3.0","1.0","1.0","3.0","3.0","1.0","3.0","2.0","4.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","primario","66.0",,,,,"1.0",,,"1.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","6.0","2.0","4.0","0.0","1.0","1.0","1501.0","5.0","2.0","1.0",,"2.0","3.0","2.0",,,"2.0","2.0","1.0","4.0","1.0",,,,,,,,,"2.0","2.0","2.0","2.0","2.0","2.0","7.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0",,,"4.0","2.0","11.0","1.0","2.0","1.0","1.0","1.0",,"3","15:50:00","01:10:00","4093521-3","2","2","Juliene Cristina Gomes",,"4","0.9203824","0.8696212"
"240","15","1505","42","SC","1542","Curitibanos","154204806","Bosque","111","420500000000000.0","26","15","1","4","1","14:00:00","2010-04-01","1","1.0","61.0","4.0","3.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","4.0","4.0","4.0","4.0","4.0",,"4.0","6.0","6.0","2.0","10.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","4.0","3.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","6.0","4.0","4.0","6.0","1.0","7.0","5.0","5.0","6.0","7.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","3.0","3.0","5.0","5.0","4.0","4.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","7.0","7.0","1.0","7.0","7.0","5.0","1.0","4.0","3.0","3.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,,,"0.0","3.0","7.0","6.0",,"7.0","5.0","6.0","1.0","5.0","1.0","5.0","1.0",,,"1.0","1.0","1502.0","1.0","2.0",,"3.0","3.0","1.0","3.0",,"5.0","1.0","2.0","3.0","4.0","4.0","3.0",,,,"4.0","4.0","4.0","2.0","4.0","15.0","universidade","23.0","4.0","3.0","2.0","11.0","1.0",,,"5.0","4.0","9.0","2.0",,,"4.0",,"2.0","1.0","2.0",,"1.0","0.0",,,"1.0","1501.0","1.0","2.0","1.0","1.0","1.0","4.0","2.0",,,"2.0","2.0","1.0","4.0","3.0","6.0","10.0","6.0","6.0","1.0","2.0","4.0","1.0",,,,,,,"3.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","5.0","3.0","2.0","2.0","1.0","2.0","1.0","1.0","3.0","2.0","2","14:55:00","00:55:00","4093521-3","2","2","Juliene Cristina Gomes",,"1","1.3852309999999999","1.308832"
