"hh_id","district","number_male","number_female","gender_resp","resp_age_years","marital_status","education","length_in_camp","literacy_rate","q2_9birth","relation_hh","q3_1n_income","expenditurecereals","expendituremilk","expenditurenonstaple","expenditurewater","expenditureeducation","expenditurehealth","expenditurefuel","expenditurehouserent","q3_3has_income_change","q3_4credit","ownproduction","foodassistance","foodpurchase","foodborrow","foodgifts","foodlabor","foodfirewood","q36_notenoughfood","q36_notgoodfood","q36_nocookingfacility","q36_nocookingfuel","q36_nomoney","q3_7meals","q3_8nofood","q3_9howoften","q3_10no_enoughfood","q3_11howoftennofood","q3_12day_nitenofood","q3_13howoften","q3_14g1_cereals","q3_14g2_rtb","q3_14g3_vegetables","q3_14g4_fruits","q3_14g5animalprotein","q3_14g6_eggs","q3_14g7_fish","q3_14g8pulses","q3_14g9_milk","q3_14g10_oil_fat_butter","q3_14g11_sugar_honey","q3_14g12miscellan","q4_2_no_income","q4_2_other_specify","q4_3_earningsource","numberofincomesources","q4_4a_number_of_mobile_phones","q4_4a_number_of_generators","q4_4a_number_of_radios_owned","q4_4a_number_of_mattresses","q4_4a_number_of_solar_panels","q4_4a_number_of_televisions","q4_4b_number_of_small","q4_4b_number_of_medium_sized","q4_4b_largest_owned_livestock","q4_4b_how_many_units_owned","q4_4b_how_many_of_large_sized","q4_4b_livestocforagric","q4_4b_hire_for_plough","q4_4b_transport","q4_4c_no_handtools","q4_4c_no_toolscutting","q4_4c_no_ploughs","q4_4c_no_powermachines","q4_4d_numbbicycles","q4_4d_owncart","q4_4d_numbcarts","q44d_ownbike","q4_4d_numbbikes","q4_6_busin_type","q4_7_where_business","q4_8_fundsource","q4_9_creditsource","q4_10_anymberloan","q4_11_why","q4_12_sourceofloan1","q4_12_sourceloan2","q4_12_sourceloan3","q4_13_whyseekloan","q4_14foodcropsale","q4_14cashcropsale","q4_14vegsales","q4_14casuallabor","q4_14livestocksale","q4_14salary","q4_14fishing","q4_14alcohol","q4_14rentals","q4_14smallbusiness","q4_14othersources","q4_16mainfoodsource","q4_16mainincomesource","q4_16extraincomesource","q4_16extrafoodsource","q4_16dowrymalechildren","q4_16hobby","q4_17whomsellto","q4_18howacquireland","q4_19prmarylanduse","q4_21affectincome","q4_22losscrop","q4_22losslivestock","q4_22losshouse","q4_22lossotherassets","q4_23fertilizer","q4_24buyfertil","q4_25usepesticide","q4_26whattype","q4_27seedtypeused","q4_28postharvestloss","q4_29reasonphloss","q4_30protecharvestedcrop","q4_31whatudid","q4_32storagmethod","q4_34whatadvice","q4_35rateservices","q5_2daysofillness","q5_3daysnotwork","q5_4consultedmajorilness","q5_5whoconsulted","q5_6whereconsulted","q5_8timetofacility","q5_10other","q5_11payservices","q5_13insurancetype","q5_14whopaysinsurance","q5_15lostmemember","q5_15when","q5_15disastertype","q5_16howmany","q5_wtrfetchtime","q5_19bwhofetcheswater","q5_21howtreatwater","q5_23sharetoilet","q5_24howmanyhh","q5_27wastebinloca","q5_28whoprovidbin","q4_1_what_is_your_current","q4_2_salaries_and_wages","q4_2_crop_farming","q4_2_agric_enterprise","q4_2_non_agric_enterprise","q4_2_rent_from_building","q4_2_rent_from_land","q4_2_interest_curren_account","q4_2_interest_from_other","q4_2_pension","q4_2_sales_from_service","q4_4a_mobile_phone","q4_4a_generator","q4_4a_radio","q4_4a_mattress","q4_4a_solar_panel","q4_4a_television","q4_4b_small_livestock_e_g","q4_4b_large_sized_livestock","q4_4b_medium_sized_livestock","q4_4c_handtools","q4_4c_handtoolscuting","q4_4c_own_a_plough","q4_4c_powermachine","q4_4d_bicwheelbarrow","q4_5_manage_business","q4_15livestock","q4_15poulty","q14_15grains_foodcrop","q4_15industrialcrops","q4_15fruits_veges","q4_15fodder","q4_15fishfarming","q4_16landaccess","q4_20priceflactuation","q4_33moa","q4_33countyextworker","q4_33inputsu","q4_33ngos","q4_33coop","q4_33largscalefarmer","q4_33othersources","q5_1illnessdisaster","q5_7distkm","q5_9transportmeans","q5_10longdistance","q5_10transport_unavailable","q5_10openhours","q5_10waitingtime","q5_10medicineunavailable","q5_10expensive","q5_10culture","q5_limitedservices","q5_poorquality","q5_12hlthinsurance","q5_17watersource","q5_18waterotheruses","q5_20treatwater","q5_22toiletype","q5_25childstool","q5_26solidwasterdisp","q9_1present_health","q6_1roadtype","q6_2roadstate","q6_11houseownership","q6_12valuehouse","q6_13roofmaterial","q6_14wallmaterial","q6_15floormater","q6_16electric","q6_19stovetype","q71_recoded","q7_2doagree","q73_recoded","q7_6corruption","q713recoded","q8_1dropout","q8_4schooldistance","q8_6hheademployed","q8_9training","q92_coded","q9_3coded","q94coded","q95coded","q96coded","q97coded","q98coded","q99coded","q911coded","q912coded","q913coded","q10_1access_to_credit_loan","q10_2social_group_member","q10_3_people_in_to_share","q10_4received_money_outside","q10_5help_from_friends","q10_6leave_children_with","q10_7share_items_with_others","q10_8people_you_can_turn","q10_9have_people_you_trust","q10_10rely_on_others_last","q10_10d_rely_on_them_in_future","q11_1access_to_security","q11_2_feel_not_safe"
"058H3","HODAN","5","7","2",,"1","No schooling","3","1","3","Spouse","2","3","2",,"1",,,,,"3","1","0","0","1","0","0","0","0","0","0","0","0","0","3","2",,"1",,"2",,"1","0","0","0","0","0","1","0","1","1","1","1","0","2","0","0","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0",,,,"200",,,,,,,,"0","0","0","0","0","0",,"4","3",,"2","2","2","2","4","0","2","0","0","2","0",,"0","0","0","0","0","0","0","0","0","20","2","2","0","0","2","0","0","0","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","2","2","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","2","1","0","0","1","1","1","0","1","1","2","0","0","1","1","1","1","1","1","1","0","0","0","0"
"058H20","HODAN","4","3","2","36","1","No schooling","4","2","4","Spouse","3","3","2",,"1",,,,,"2","2","0","0","0","0","0","1","0","1","0","0","0","1","3","1","2","1","2","1","2","1","0","0","0","0","0","0","0","0","1","1","1","0","2","13","0","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","88","0","0","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0","96",,,,"2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","3","5","45","2","2","0","0","0","0","0","0","1","1","2","1","1","1","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","1","2","0","0","2","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","0","1"
"058H2","HODAN","4","8","2","58","3","No schooling","2","1","4","Household head","2",,,"3","2",,"1",,,"2","2","1","0","0","0","0","0","0","1","1","0","0","0","3","1","2","1","2","1","2","1","0","0","1","0","0","0","0","0","1","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","88","0","0","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0","96","96","96","3","1","1","1","1","4","96","2","0","0","1","96","2","96","96","0","0","10","21","1","3","96","60","1","0","0","0","0","0","0","0","1","1","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","2","2","0","1","0","0","0","0","0","1","0","1","0","2","0","1","2","0","0",,"1","0","0","1","1","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
"058H19","HODAN","5","4","2","41","1","Primary","6","1","5","Household head","3","3","2",,"1",,,,,"2","1","0","0","0","0","0","1","0","0","0","0","0","0","3","1","3","1","2","1","3","1","0","0","0","1","0","0","0","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","96","3","8","1","0","0","0","0","0","0",,,,,,"700",,,,,,"0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","2","0","0","0","0","0","0","3","1","8","2","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0",,"1","0","0","2","2","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","0","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"058H18","HODAN","6","3","2","32","1","No schooling","4","1","5","Household head","1",,,"3","2",,"1",,,"2","2","1","0","0","0","0","0","0","1","1","0","0","0","3","1","2","1","2","1","2","1","0","0","1","0","0","0","0","0","1","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","88","0","0","0","0","0",,,,"1240",,,,,,,,"0","0","0","0","0","0","96","96","96",,"1","1","1","1","0","0","0","0","0","0","0",,"0","96","0","0","30","60","1","3","96","30","1","2","0","0","0","0","0","0","1","1","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","2","0","1","0","0","0","0","0","1","0","1","0","2","0","0","1","0","0",,"1","1","0","2","0","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0"
"058H17","HODAN","2","5","2","22","1","No schooling","5","2","4","Household head","1",,,"3","2",,"1",,,"2","2","1","0","0","0","0","0","0","0","0","0","0","0","3","1","4","1","4","1","4","1","0","0","0","0","0","0","0","0","1","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0",,"4",,,"1","1","1","1","0","0","2","0","0","2","0","0","0","0","0","0","40","36","1","3","96","0","2","2","0","0","2","0","0","0","1","2","1","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","2","2","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","2","0","0","2","0","0",,"2","0","0","1","0","0","2","2","1","2","0","0","0","1","0","1","0","1","0","1","0","1","0"
"058H16","HODAN","2","2","2","20","1","No schooling","1","2","4","Household head","1",,,"3","2",,"1",,,"3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","1","3","1","3","1","3","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0",,"4",,,"1","2","1","1","0","0","2","0","0","2","0","0","0","0","6","3","10","15","1","3","96","20","2","1","0","0","1","0","0","0","1","2","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","2","0","1","1","0","0","1","1","1","1","1","1","1",,"1","1","1","1","0","0","1","1","0","0","0","1","1","0","0","0","2","0","0","2","0","0","0","2","0","0","2","0","0","1","2","2","2","0","0","0","0","0","1","0","1","0","1","0","1","0"
"058H15","HODAN","2","1","2","17","1","No schooling","5","2","5","Household head","1",,,"3","2",,"1",,,"2","2","0","0","0","0","0","1","0","1","0","0","0","1","3","1","3","1","3","1","3","1","0","0","1","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","99","0","0","0","0","0","0",,,,,,"720",,,,,,"0","0","0","0","0","0","1",,,,"1","1","1","1","4","0","2","0","0","1","2","2","0","0","0","0","0","0","0","0","5","10","2","2","0","0","2","0","0","0","1","1","2","1","2","1","6","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","2","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","2","0","0","2","2","1","1","1","1","0","2","0","0","2","0","0","0","0","1","1","0","0","0","0","0","1","0"
"058H14","HODAN","5","6","2","40","1","No schooling","6","2","4","Household head","1",,,"3","2",,"1",,,"2","2","1","0","0","0","0","0","0","1","1","0","0","0","3","1","2","1","2","1","2","1","0","0","1","0","0","0","0","0","1","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","88","0","0","0","0","0",,,"600","1200",,,,,,,,"0","0","0","0","0","0","96","96","96","3","1","1","1","1","4","96","2","0","0","1","96","2","0","96","0","0","0","0","0","0","0","60","1","2","0","0","0","0","0","0","1","1","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","2","1","1","0","2","1","1","2","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
"058H13","HODAN","3","4","1","34","1","Primary","5","1","5","Household head","1",,,"3","2",,"1",,,"3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","1","4","1","4","1","4","1","0","0","0","0","0","0","0","0","1","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"1","2","1","1","0","0","2","0","0","2","0",,"0","0","0","0","0","0","0","0","0","10","2","2","0","0","2","0","0","0","1","1","0","1","1","1","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","2","1","2","1","1","1","2","1","2","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0"
"058H12","HODAN","5","5","2","34","1","No schooling","6","2","4","Household head","1",,,"3","2",,"1",,,"2","2","0","0","0","0","0","1","0","1","0","0","0","1","3","1","3","1","3","1","3","1","0","0","1","0","0","0","0","0","0","0","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","8","99","0","2","0","0","0","0",,,,,,"700",,,,,,"0","0","0","0","0","0","1",,,,"1","1","1","1","4","0","2","0","0","2","0",,"0","0","0","3","0","0","0","0","5","10","2","2","0","1","2","0","0","0","1","1","8","1","2","1","6","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","0","2","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","2","0","0","2","2","0","0","2","0","0","2","0","2","2","0","0","0","0","1","1","0","0","0","0","0","1","0"
"058H11","HODAN","1","3","2","62","3","No schooling","4","2","2","Household head","3","3",,"2",,,"1",,,"3","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","4","1","4","1","4","1","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"2","2","2","2","0","0","2","0","0","2","0",,"0","0","0","0","0","0","0","0","0","5","1","2","0","0","2","0","0","0","1","1","0","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","1","1","0","0","0","1","1","0","1","1","0","2","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","2","1","1","1","1","1","2","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0"
"058H10","HODAN","4","5","2","48","3","Primary","6","2","3","Household head","1","3",,"2",,"1",,,,"3","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","4","1","4","1","4","1","0","1","0","1","0","0","0","0","1","1","1","0","2","0","0","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"2","2","2","2","0","0","2","0","0","2","0",,"0","0","0","0","10","10","1","3","0","10","1","2","0","0","0","0","0","0","1","1","0","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","2","1","1","1","0","1","1","1","2","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0"
"058H1","HODAN","5","3","2","30","1","No schooling","6","2","4","Household head","1",,,"3","2",,"1",,,"2","2","1","0","0","0","0","0","0","1","0","0","1","0","3","1","2","1","2","1","2","1","0","0","1","0","1","0","0","0","1","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","88","0","0","0","0","0",,,,"720",,,,,,,,"0","0","0","0","0","0","96","96","96","3","1","1","1","1","4","7","2",,"0","2","0",,,"96","0","0","60","60","1","3","96","60","1","2","0","0","0","0","0","0","1","1","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","2","2","0","0","0","1","0","0","0","1","0","1","0","2","0","0","2","0","0",,"1","0","0","1","0","0","2","1","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0"
"055H9","HODAN","5","7","1","44","1","Primary","3","1","4","Household head","3","3","2",,"1",,,,,"2","2","0","0","0","0","0","1","0","1","0","0","0","1","3","1","2","1","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","88","0","0","0","0","0",,,,,,,,,,,"450","0","0","0","0","0","0",,,,,"2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","6","2","1","1","6","25","2","2","0","0","0","0","0","0","1","1","2","1","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","1","2","0","0","0","0","1","1","1","1","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","1","2","0","1","2","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","0","1"
"055H8","HODAN","3","4","2","25","1","No schooling","3","2","1","Spouse","2","3",,"2",,"1",,,,"2","2","0","0","1","0","0","0","0","1","0","0","0","1","3","1","2","1","2","1","2","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,"3","2","2","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","20","2","2","0","1","2","0","0","0","1","1","0","1","2","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","0","0","0","0","1","1","0","0","2","2","1","0","0","1","0","1","1","1","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","2","0","0","0","1","0","0","1","0","1","2","2","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"055H7","HODAN","2","3","2","75","4","Secondary or more","2","1","4","Household head","2","3",,"2","1",,,,,"2","2","0","0","1","0","0","0","0","0","0","0","0","0","3","2",,"1",,"2",,"1","0","0","0","1","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,"300",,,,,,"0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10","2","2","0","1","2","0","0","0","1","1","0","1","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","2","0","0","2","0","0","2","2","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"055H6","HODAN","4","4","2","38","1","No schooling","4","2","4","Spouse","2","3",,"2","1",,,,,"2","2","0","0","1","0","0","0","0","1","0","0","0","1","2","1","3","1","3","1","3","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"2","2","2","2","0","0","0","0","0","2","0","0","0","0","0","0","2","2","1","3","3","20","2","2","2","0","1","2","0","0","1","1","0","1","2","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","2","0","0","2","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"055H5","HODAN","3","3","1","38","1","No schooling","4","2","2","Spouse","2","3",,"2","1",,,,,"2","2","0","0","1","0","0","0","0","1","0","0","0","1","2","1","2","1","2","1","2","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","7",,,,,,,,,,,,"0","0","0","0","0","0",,,,"3","2","2","2","2","0","0","0","0","0","2","0","0","0","0","0","0","8","8","1","1","3","20","2","2","0","1","2","0","0","0","1","1","0","1","2","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","0","2","0","0","2","0","0","2","2","0","0","2","0","0","2","2","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0"
"055H4","HODAN","8","3","2","35","1","No schooling","3","2","2","Spouse","2","3",,"2",,"1",,,,"2","2","0","0","1","0","0","0","0","1","0","0","0","1","2","1","2","1","2","1","2","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","88","2","0","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"2","2","2","2","0","0","2","0","0","2","0","0","0","0","0","0","9","9","2","0","3","20","2","2","0","0","2","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","1","0","0","0","1","1","1","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","2","0","0","2","0","1","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0"
"055H3","HODAN","4","3","2","29","1","No schooling","4","2","5","Spouse","3","3",,"2",,"1",,,,"2","2","0","0","1","0","0","0","0","1","0","0","0","1","1","1","3","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","99","88","2","0","0","0","0",,,,,,,,,,,,"0","0","0","0","0","0",,,,,"2","2","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","20","2","2","0","1","2","0","0","0","1","1","0","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","2","2","0","0","2","0","0","1","2","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0"
"055H20","HODAN","5","6","1","40","1","Primary","3","1","2","Household head","3","3","2",,"1",,,,,"2","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","1","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","0","1","13","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","88","5","0","0","0","0",,,,,,,,,,,"580","0","0","0","0","0","0",,,,,"2","2","2","2","4","0","2","0","0","2","0","0","0","0","0","0","5","2","1","3","5","50","2","0","0","0","0","0","0","0","1","1","1","1","1","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","1","0","0","1","1","1","1","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","1","2","0","0","2","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0"
